title,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
Boomerang,2.490179625,2.324103089,3.446122072,5.150476795,5.757452851,2.061352496,1.245675978,1.452062648,1.083643626,2.766856202,2.646004529,2.01483548,0.781809689,1.355509233,1.134513255,0.426202015,0.20558522,1.57779882,0.545004019,0.587739547,2.342959626,0.339441664,2.633731781,0.308468629,0.730589961,2.719278486,0.926835582,30.64444722
Born 2 Kill,0.866237639,0.689618983,4.137384994,5.553686625,3.518163658,1.238600646,1.054363827,1.265349107,0.597848338,2.261940654,2.617195707,2.071704412,0.687630406,0.638450403,0.892151065,0.172878087,0.168163157,0.555605504,0.176767315,0.497183343,1.184665293,0.182144313,2.041130345,0.176387289,0.43044530599999997,1.755138441,0.839665503,27.33650706
Born to Roll,1.741184941,0.86966243,2.585214381,4.415460968,4.722180556,1.329812084,1.578241724,2.090166331,0.771921819,1.874020374,2.462982458,1.387759977,0.532357542,1.099514559,0.66033605,0.188077786,0.128528855,0.966455844,0.320231999,0.387519203,1.483941388,0.237729349,2.32414752,0.203352216,0.24441496399999998,1.177556505,1.062752097,33.9924485
Bossy,11.591811479,1.324432741,2.200563435,3.785349729,8.277127006,2.023880241,3.757500265,6.713975165,1.185661457,1.340997182,1.859754658,1.038225919,0.43789939299999997,2.8835859139999998,0.427874459,1.240613903,0.124401007,3.932793226,9.809927261,0.311344493,2.36805543,0.565778005,2.683061433,0.41489964,0.193369703,0.730894811,1.322104475,46.600054765
Bouncin Back Bumpin Me Against The Wall,2.421458418,0.632722649,4.109609406,6.087245898,7.539824305,2.603671126,0.927212676,0.723440029,1.117193376,3.171443521,4.296091407,2.419485253,0.86115534,0.905029807,1.210144074,0.982763272,0.223160366,1.025006127,0.465202918,0.646589072,3.165996959,0.357128118,3.0304424819999998,0.34928201,0.815582137,2.560110314,0.788524751,26.148357596
Bout It Bout It,1.770650917,1.149452886,1.911263563,3.65969433,5.007617466,1.218253756,1.209389974,1.62130606,0.747095618,1.4738834809999999,1.787264975,0.98116658,0.426032592,1.30603634,0.5141335459999999,0.150719819,0.103267373,1.123820836,0.399064094,0.308427076,1.257445658,0.236477506,2.386819924,0.192917552,0.233928048,1.084469632,0.994308475,52.30141085
Brain Damage,1.122285188,2.177872283,5.889545593,8.709809047,4.63408955,1.674703256,2.825584169,3.4322883379999998,0.939687587,4.936199297,4.243886109,3.8188685749999998,1.591368546,1.221365365,2.335915908,0.324037689,0.363090188,1.042634725,0.25863912,1.106517751,1.551581074,0.2797215,3.575684156,0.28496202,1.683306586,5.469354423,2.184016556,41.451952915
Brave in the Heart,5.943299029,1.204759391,4.045355938,6.544728429,7.083988999,2.146840771,1.7408812470000001,2.2454482209999997,1.147962926,2.815865718,3.745037332,2.242715121,0.79540505,1.947038415,1.000184176,0.915383618,0.195248433,2.18059144,2.055036344,0.575858537,2.313641401,0.425069888,3.039120299,0.340129893,0.435556489,1.888687907,1.138731175,40.419396765
Break Up,7.836306787,3.329757714,3.296179619,4.756883507,5.782996657,1.68003759,7.431098597,10.902497661,1.046486368,2.01131823,3.305418932,1.5740044420000001,0.654965365,2.6371864879999998,0.672487103,1.090039416,0.156863609,4.900592921,6.361987109,0.418332758,2.146670492,0.460027823,2.569419947,0.372030363,0.360142968,1.318316913,1.751195338,28.824929766
Breathe,2.032504622,1.022169772,4.639548502,6.903424319,6.699903341,1.968465623,1.883481486,2.047665022,1.017620601,2.72586411,3.535409,2.403398977,0.811896882,1.244146508,1.00241164,0.334718991,0.185957329,1.148545663,0.402326579,0.564868197,2.167878446,0.314463979,3.194817064,0.278386532,0.427135593,1.907750441,1.112036968,52.61036493
Breathe Easy Lyrical Exercise,3.898475358,0.702785617,1.959166696,3.513401393,6.898938278,2.16337265,1.042321392,1.3983338889999999,0.9913027990000001,1.507812519,2.51223834,0.950853455,0.367112671,1.260493268,0.428299277,0.691610305,0.112568362,1.358139825,0.879324781,0.30327740400000003,2.430056987,0.352627404,2.357109958,0.295420963,0.175393687,0.815988141,0.655698761,34.072968805
Brendas Got a Baby,1.232576077,0.99110291,2.02504817,3.788911136,3.966626414,1.081428591,4.576462233,5.447190824,0.635382371,2.164215829,3.499354635,1.275821386,0.611806989,0.949651841,0.812474567,0.22974577300000001,0.150489883,0.882096148,0.49382532700000004,0.437968278,1.203008761,0.202704459,2.612665198,0.190477488,0.658010122,1.960399417,1.282953006,27.590438984
Bricks,1.838952123,0.822743002,4.357633371,5.208435346,6.732637846,1.6742866539999999,1.567921457,2.097868888,0.880734068,1.909924551,2.526783443,2.076169274,0.63322917,1.095032401,0.699977268,0.265526647,0.141944376,0.9986988760000001,0.314170489,0.41577364,1.973016825,0.280621431,2.591279128,0.242307062,0.309337682,1.196372052,0.874488028,39.99516498
Bring It On,3.289451998,1.494370143,8.267638785,9.334173659,9.429350042,2.205295142,2.327319161,2.921085586,1.125621423,3.071886835,5.023118991,3.665176131,0.984370567,1.56205121,1.019108967,0.403991969,0.211401902,1.44491807,0.71591519,0.633473607,2.412615376,0.38444244,3.785672353,0.320408968,0.404898594,1.58479486,1.304318649,53.74997616
Bring the Noise,2.794263242,1.519881564,2.572963443,4.530474966,6.6423081139999995,1.625328431,3.189531559,4.3464107069999995,0.872807957,1.883619792,3.240212095,1.349147921,0.542304268,1.308728882,0.5802501,0.3477923,0.128691478,1.3361178759999999,0.6471375540000001,0.379726845,1.849415429,0.29921867,2.697356601,0.250483456,0.210240139,0.980128511,1.326571967,37.69675613
Broads,7.260667589,1.079496234,6.732619116,7.871027563,4.15502512,1.7436931979999999,0.913460172,1.196621957,1.056719463,2.652931062,3.442267559,3.102194534,0.891348726,2.011623503,1.017426088,0.974992482,0.226756843,2.790505433,6.054006516,0.612972971,2.035809254,0.448037456,2.078969326,0.367683458,0.480131797,1.650801557,1.190618307,19.105510367
Brooklyn,1.8038580160000002,1.193216067,2.9819411000000002,4.065639314,3.109203063,0.845506857,1.957741037,3.387554291,0.504365058,1.44012831,1.911227634,1.379120797,0.46131944199999997,0.976920701,0.555278548,0.234777387,0.10578703,0.9438853110000001,0.564916667,0.309676932,0.836557796,0.183736192,1.592692572,0.154623451,0.256465842,1.08974386,0.918026637,28.86694884
Brooklyn Girls,3.632586435,1.643469957,2.681434684,4.779050874,5.683635012,1.612168244,1.078980802,1.190183499,0.866033566,2.308039605,4.035919045,1.516400719,0.566582732,1.439297968,0.689469518,0.44689555400000003,0.145168779,1.78137954,2.370465875,0.430159233,1.82214396,0.308428598,2.631417353,0.258506062,0.26399381,1.258322818,0.930994137,31.792350747
Brooklyn Go Hard,4.534648857,1.61855501,2.169854923,3.836375696,6.817117295,2.247526345,0.924776346,1.171190577,1.266412424,2.327769495,2.291643529,1.363205241,0.616149905,2.220255418,0.918895319,0.503179774,0.177100528,2.595793377,1.347002577,0.49168332600000003,2.576985264,0.435738023,2.7583301590000002,0.359784594,0.607616487,2.260551099,0.945316413,40.230106654000004
Brooklyn Zoo,1.836008361,0.764506693,15.482950589,14.236107082,3.785966626,1.357110927,2.654241437,3.378339933,0.630561854,4.453932988,5.354612431,7.585073306,1.846165936,0.83229218,2.00626476,0.368707292,0.347749689,0.735679654,0.45189957199999997,1.042022332,1.1601372220000001,0.257249279,2.291915325,0.234511681,1.106019074,3.0591536440000002,1.324777453,23.51488454
Brooklyns Finest,3.352105186,1.744117227,7.179661126,8.62518076,6.837453581,1.794355567,3.90983466,6.073466499,0.981013663,2.971811442,3.901773172,3.449542493,1.070614512,1.550005162,1.190656449,0.439611508,0.230617452,1.405426641,0.835204211,0.677301653,1.821537205,0.359620989,3.125839633,0.298594486,0.539453081,1.896936937,1.62423902,51.539083195
Brown Paper Bag,5.116830769,1.663415816,2.7554228259999998,5.049144451,8.16189611,2.553238302,2.548664975,3.323576781,1.470463451,2.326351388,3.263005042,1.543396069,0.658709138,2.077492,0.768895734,11.286332421,0.18316142700000002,2.420883619,1.229916878,0.499935857,3.301996599,0.513807728,3.464899865,0.474253878,0.432202559,1.52258063,1.437941497,46.150991529
Bubble Music,3.752740514,1.673192892,3.002277392,4.614294556,5.075505379,1.459536685,1.627977555,2.252502567,0.9414203680000001,1.787184255,2.518355298,1.428170587,0.518049167,1.600204892,0.605255731,0.519649307,0.13104287,1.818912164,1.5029414589999999,0.378016379,1.912974515,0.308270206,2.3886412,0.265133053,0.24039277,1.094326171,1.024414062,41.07095382
Buffalo Bill,1.866969051,0.90784824,4.365994252,6.097948342,5.074013525,1.680358544,2.446441051,3.492696921,0.898902512,2.5519503169999997,3.558490564,2.322651072,0.81424823,1.0757764459999999,0.948362256,0.309595884,0.193249063,0.900351985,0.43082264400000003,0.561794399,1.8984329770000001,0.28310856,2.706969417,0.261454809,0.40300835,1.587757313,1.406720802,38.229558289
Bullshit Rappers  Metaphors,2.435450611,0.661221908,4.31107634,5.500557283,3.612460064,1.075455529,1.287189108,1.574618107,0.584638053,2.0091031150000003,2.857130789,2.056609715,0.634766081,0.960738926,0.73650918,0.242052829,0.137078882,0.971973423,1.155064064,0.418616033,1.093157291,0.209077718,1.890418157,0.173407764,0.309089564,1.23360872,0.855494823,24.749051112
Bully,1.011635209,0.961537,9.834806786,11.677867704,4.251256225,1.621210502,1.0834519,0.909504581,0.654676151,4.59776341,6.183466493,5.014365968,1.387368425,0.62555995,1.827870392,0.242822059,0.302817256,0.569972752,0.212707295,0.929373917,1.272144964,0.228342257,2.597392578,0.217708441,0.79991217,3.248480022,0.89945197,29.42667416
Burn Hollywood Burn,2.203565194,1.143878916,3.831451865,4.732156361,4.168557883,1.116179681,1.704557207,2.267980343,0.650533243,1.816787382,3.010417255,1.889114786,0.554599391,0.932714568,0.625313421,0.265905589,0.123909215,0.912423851,0.469008677,0.367377567,1.406800684,0.219330846,1.921354109,0.187734868,0.258369811,1.040253797,0.788912987,23.89278966
Business,4.509297213,1.268526457,6.106153830999999,7.669563685,6.749308138,1.875016543,4.382621697,5.800636837,1.087767865,2.916901276,4.197658175,2.966061219,1.039156905,1.735574655,1.113282711,1.884925032,0.225730663,1.66423763,1.016935934,0.653916946,2.174807838,0.404788064,2.9879181519999998,0.342016944,0.563937942,1.93252013,1.958846987,38.468350256
C Section,4.626912093,0.869377082,2.664424601,4.405579319,7.225475834,2.114499617,0.979906696,1.019485954,1.13094218,2.054828885,2.780645165,1.467816925,0.554321582,1.622577824,0.665860536,1.183395636,0.149231758,1.7368964580000001,1.457453864,0.426300116,2.551672786,0.391115283,2.816970619,0.326976998,0.261080233,1.184655484,0.898974591,38.877166719
C.R.E.A.M.,1.862016425,1.801721564,2.636192781,5.073931562,6.622729514,1.963040246,2.251415841,3.000190183,1.018733219,3.03840228,3.136275398,1.703186929,0.809444274,1.323712629,1.188214269,0.294217334,0.210991538,1.290198616,0.387814472,0.626951727,2.060816551,0.309834177,3.350303254,0.287310289,0.68977404,2.791997089,1.287726333,49.91819781
California Love,4.709101605,0.863770691,1.512824075,3.047957653,7.018562496,1.487638661,1.2206245119999999,1.721285396,0.841865995,1.261620602,1.849205158,0.7919454,0.336596259,1.564656949,0.394555708,0.53410108,0.086470031,1.590251813,1.670921602,0.253163925,1.685974555,0.322213625,2.350933453,0.24041211,0.137051501,0.736998488,0.76601498,46.40003148
Can I Get A…,2.473907689,0.890639808,12.408257263,13.387348434,5.954849469,1.660330459,5.277761817,7.707750596,0.87909776,3.968871524,7.162413146,5.357098487,1.36346768,1.4016090110000001,1.361089756,0.354144441,0.270445428,1.102282769,0.883883184,0.818983771,1.54089301,0.323005863,3.38180479,0.278266498,0.510470413,1.904657702,1.818486135,52.54606302
Can I Live,1.9393278489999999,1.93514943,1.868495818,3.714449491,4.902798763,1.578615331,2.908850779,4.9662772,0.856649997,2.547407542,2.588914995,1.3791800889999999,0.64222659,1.18277119,0.9930786819999999,0.33706804,0.180235991,1.412820783,0.584716961,0.51403252,1.808505122,0.266594116,2.495302858,0.2560083,0.579118988,2.371267279,1.134166904,27.946323376
Can I Live II,1.447093809,2.510612,4.046684325,6.0484736020000005,4.28088954,1.306122321,3.516296462,5.143476037,0.733135895,2.451951616,3.340994569,2.156091438,0.755264337,1.036446147,0.863311033,0.226342431,0.167189276,1.024950144,0.632444943,0.504637687,1.386030668,0.235050481,2.575122311,0.215465446,0.36755777,1.5063355,1.499912317,32.66475881
Can It Be All So Simple / Intermission,5.716619557,2.20089655,7.415109427,9.441734703,9.968741219,2.754652569,4.856661442,8.120394183,1.656405304,3.655579845,4.520096608,3.644992677,1.163054438,2.654470184,1.364966328,0.640366252,0.277098121,2.607632128,1.643441808,0.797204327,3.28668295,0.553995573,4.317535777,0.468381132,0.586357172,2.392583288,2.03135524,62.936356275
Candy Drippin Like Water,4.535135302,1.543746586,3.516268401,5.065620943,7.4367744380000005,1.6518481440000001,6.71509217,12.835620811,1.17102991,1.692541487,2.609705848,1.648597099,0.590348322,2.331281436,0.57062107,0.5428826569999999,0.145877368,1.844746611,1.167259154,0.392468895,2.173485821,0.417592634,3.244573343,0.344591673,0.212171259,0.8346395169999999,2.408950242,46.245919655
Cannon,7.01054308,3.216316273,8.509378016,11.199594918,9.230374291,2.808861454,2.245083221,3.014361263,1.524748081,4.00926107,6.149608681,4.09693676,1.25131721,2.565101165,1.452201811,0.8548683579999999,0.298083127,3.038799819,3.832740455,0.855308214,3.079557432,0.584712761,3.940730191,0.477095804,0.6390018080000001,2.490206928,1.692063446,50.565941903
Cant C Me,1.527280662,0.862926914,8.819247986,11.847371604,5.28208061,1.979324326,2.319694895,3.107871438,0.873140113,4.616466632,6.779068135,4.310416161,1.31492391,0.953423255,1.699455263,0.286191313,0.300148248,0.823275877,0.33909299,0.915162323,1.657851156,0.289511231,3.394864373,0.268030277,0.759360506,3.24116203,1.272457365,40.92351236
Cant Deny It,1.670418232,0.775702766,5.173273479,6.164686597,4.685182628,1.292245873,1.280955774,1.367131517,0.673642394,1.90859308,3.377291781,2.257249096,0.6201750580000001,0.996935819,0.656548327,0.2334124,0.13769794800000001,0.9237060420000001,0.42218505500000003,0.40731868,1.348626633,0.23028474,2.157050118,0.19581303,0.24874080099999998,1.02553626,0.912107897,32.93352514
Cant Knock the Hustle,3.481885455,1.8059889789999999,4.57499373,6.237179317,7.675030811,2.2670172060000002,3.472236788,5.371804526,1.307974222,2.541093588,3.469778456,2.299269465,0.79633233,1.87209731,0.912679577,0.550913381,0.192151911,1.928858119,0.82593736,0.547830326,2.835827221,0.421860978,3.322100674,0.371844363,0.436077869,1.611111902,1.809411609,42.61982703
Cant Knock the Hustle Remix,2.413024752,1.548175539,2.789073996,4.5697003789999995,4.858398606,1.671513794,1.15888617,1.445129019,0.921307152,2.101793185,3.098220165,1.534914776,0.568797326,1.2350874490000001,0.707778029,0.40550927,0.150140326,1.512387337,1.138429326,0.432538539,2.045150326,0.290073547,2.364629835,0.263392242,0.30271956099999997,1.299454778,0.887349051,28.563260035
Cant Tell Me Nothing,1.913453209,2.123711305,2.910184109,4.976515726,5.929739678,1.647630561,4.396733576,6.163121532,1.008348309,2.363038672,4.8816536489999995,1.507358753,0.640601977,1.548147225,0.7132300739999999,0.32038226000000003,0.162684839,1.574008991,0.477471972,0.46568013199999997,2.079766503,0.307782646,3.212014124,0.284913439,0.295479016,1.303955931,1.664102092,33.26450611
Cant Tell Me Nothing R.O.C. Remix,2.684978078,1.249589918,5.117904266,6.991412186,6.122337264,1.866817013,2.513240109,3.410015853,1.0451024770000001,2.637778486,4.932383818,2.307765629,0.74483372,1.539164056,0.819984841,0.400869156,0.180031541,1.578574128,0.629607504,0.519174557,2.110679047,0.340118138,2.909172575,0.294258579,0.331672502,1.433593339,1.363682201,33.11388987
Cant Turn Back,1.653294289,1.8475339259999999,4.733690901,7.291048784,5.520670409,2.196644836,1.965732711,2.116809367,1.0569072720000001,3.720354358,4.879015484,2.670335103,0.969217144,1.168092638,1.264622485,1.2038023039999999,0.249074672,1.250395688,0.605338711,0.7390298080000001,2.307812841,0.32137619,3.489280987,0.314249589,0.553708036,2.458272403,1.387604982,30.18993277
Captain Kirk,4.740948974,2.156626617,7.701386633,9.193221093,7.107138816,2.172730063,4.59862544,7.9045204,1.493391723,2.83086052,4.534579945,3.368254821,0.963396267,3.000585042,0.991095413,0.513159073,0.225731336,3.23290038,2.132671494,0.627238019,2.633480253,0.514858293,3.446987051,0.423060024,0.392650196,1.523167643,2.125485894,48.368208774
Caribou Lou,3.227367628,1.648829806,3.933472508,6.025918706,6.745962851,1.864303065,1.690531539,2.049467683,1.071027458,2.256290371,3.163687917,1.9270517230000002,0.671847387,1.646608965,0.762321817,0.319546228,0.162354721,1.591787431,1.41156479,0.476630864,2.033394959,0.347985114,3.13988071,0.291753818,0.301362009,1.366373805,1.311577773,52.699121715
Carrera  Lu,3.527483086,0.870156789,1.534847407,3.33147377,6.583909697,1.863417063,0.767952392,0.830731882,0.919777888,1.487586616,2.183966264,0.837557249,0.374173819,1.274711939,0.473733994,0.548110674,0.101277111,1.274806902,0.7654261490000001,0.294178314,2.162736543,0.308363377,2.470998614,0.255298214,0.26253352100000005,1.059908534,0.667360593,43.82419088
Carter II,1.796072375,0.481984524,2.389953439,3.982963503,4.632093286,1.200585168,1.032361125,1.1502063710000001,0.594974721,1.60438112,2.938536387,1.202154242,0.412723724,0.78826648,0.49395517,0.212778277,0.102051055,0.707527225,0.386241311,0.303017773,1.248580965,0.201559126,1.956153419,0.16688433,0.169864589,0.852073499,0.580131341,29.22285901
Cash Flow,2.967996392,1.623235926,4.356860801,5.759547323,7.5819769820000005,1.978584422,1.380704569,1.826854885,1.063659991,1.984057687,3.060554341,2.021426457,0.623361834,1.565672236,0.675779711,0.356462014,0.14711843,1.479948284,0.631505156,0.424789181,2.185179146,0.353087708,2.932741548,0.287771172,0.309228482,1.173693297,0.969677114,47.9898939
Cashmere Thoughts,2.9005056909999998,2.082780191,2.378607354,3.724979213,4.705169862,1.378131262,1.391417822,1.929740287,0.798703857,1.6588233430000001,1.901251349,1.2336189499999999,0.487303612,1.357930145,0.622885647,0.297177734,0.127792243,1.583633309,0.912106445,0.36399238700000003,1.515224495,0.27419101,2.155027967,0.227442267,0.327669861,1.292952677,1.003195287,32.11620364
Casualties of a Dice Game,1.707561663,1.314615747,4.066415953,6.340426477,4.965916411,1.7208531599999999,1.403427231,1.839517947,0.928020951,3.340680075,3.227328978,2.458109086,0.968320249,1.177377734,1.428804714,0.234004072,0.239100603,1.065772696,0.403954907,0.717923496,1.762142516,0.278145837,2.918842054,0.260966146,0.829511417,3.231884435,1.171401218,34.16296614
Catacomb Kids,2.527886816,0.855194949,3.719910816,5.382308357,4.925556823,1.228490964,2.371366993,3.607858777,0.673868939,2.063448533,2.906404097,1.859518569,0.612142008,1.115236364,0.7407120779999999,1.188335555,0.133332867,1.039031999,0.6267088519999999,0.40829461699999997,1.259893449,0.235651981,2.322388885,0.197743697,0.333804502,1.4344644069999999,0.907949627,42.796124368
Cee-Lo,0.163919214,0.041140622,0.307129867,0.534473202,0.724005962,0.20163442899999998,0.9377140039999999,1.267251653,0.103561785,0.207776203,0.46534908799999997,0.142250864,0.061360318000000004,0.091867357,0.051976708999999996,0.048236861,0.013814715,0.073819183,0.02539725,0.039413379,0.283281462,0.029624403,0.373211711,0.029221724,0.015777858999999998,0.075926844,0.188491122,3.60301802
Certified,7.220602071,0.767894057,1.361841089,2.711042603,8.259397088,1.7155885929999999,2.529222477,3.821937014,0.982928137,1.212905936,2.2924173789999998,0.70278174,0.320855748,1.937405153,0.352775918,0.603165295,0.086709816,1.94522521,2.215307111,0.242497949,2.082576445,0.385795231,2.591830676,0.286451637,0.138750554,0.66083297,0.939630312,47.29962937
Champion,3.6610894,0.591131957,1.949788579,3.031536381,6.373605271,1.390716455,4.647955558,7.904496883,0.928830294,1.461032001,2.848453867,1.010099453,0.403197875,1.47379609,0.419222898,0.678660029,0.109576166,1.132863446,0.767517878,0.296910504,2.034188096,0.31772054,2.717751412,0.281497035,0.172977953,0.726764804,1.45680534,29.913407369999998
Champions,9.571297529,1.5213189329999999,1.515029162,3.763726981,9.290918953,2.610532889,1.423994052,1.788376668,1.519222438,1.952366209,3.876964781,0.886647235,0.460075121,2.851936864,0.538610819,1.0454735800000001,0.134405607,3.514883964,4.009038513,0.37824802,3.226121283,0.573164821,3.253132039,0.437366853,0.200629534,1.025401923,1.324770256,42.456702441
Change Clothes,4.166265796,6.927506806,2.116525661,3.902396398,7.394204827,2.190272388,2.609591227,3.837447465,1.239566185,1.832258768,3.314315428,1.059502703,0.49434464499999997,2.197625544,0.540699503,0.875805093,0.143315081,3.650044548,1.962155762,0.375712363,2.7876853699999997,0.434447065,2.968346415,0.381555024,0.295215199,1.135069503,1.3731247580000001,34.818418163
Change Gonna Come,1.138537771,1.286289848,2.390448837,3.9420631769999996,5.048287293,1.484944919,1.990486842,2.827523443,0.764972949,2.205197278,2.9261196099999998,1.393225631,0.571296169,0.814993189,0.787805291,0.235310205,0.148871115,0.801703609,0.228352421,0.438573871,1.775155941,0.218411403,2.519699263,0.213595512,0.424391646,1.752625244,1.018390812,25.430976495
Changes,3.78942014,1.9509613670000001,3.881867202,6.866101564,10.039945313,3.055775353,2.705774275,3.244519174,1.591268422,3.734895025,6.107006049,2.307267345,0.943447111,2.2054091590000002,1.236992751,0.542017445,0.253200803,2.441130165,1.670825373,0.728704277,3.709186844,0.500685313,4.413721796,0.453011718,0.671725463,2.578513102,1.883974442,40.957852405
Chapter 13 Rich Man vs. Poor Man,5.410025216,2.941327922,3.399193737,6.21949532,9.181590994,2.335495384,2.483581231,3.534429135,1.331145926,2.976064652,4.531993828,1.902753247,0.840405365,2.261054478,1.0239358139999999,0.665642959,0.208943475,2.384651978,1.395779285,0.618307925,2.606536536,0.46081147299999997,3.950280315,0.379747379,0.471507876,2.04045619,1.630804968,59.46762821
Chillin,3.217402752,2.176558769,2.868798529,4.399694445,5.706373453,1.449356159,1.490806996,2.030601637,0.986700554,1.526255637,2.554461093,1.305894184,0.497187264,1.950594913,0.504070617,0.280172783,0.124478641,2.024243257,1.425776506,0.343013208,1.749522392,0.350119533,2.486745987,0.277603793,0.217492082,0.864918448,1.373652907,44.927746915
Chinese New Year,1.529347301,1.090777866,3.112305156,5.220852587,5.1223827140000004,1.675609136,1.642397772,2.010438764,0.880531242,2.725084106,2.706453303,1.882635335,0.774006123,1.107916648,1.111144827,0.308581475,0.192654612,1.0664868189999999,0.321495766,0.572243609,1.725528963,0.272091511,2.686489549,0.251748152,0.5869992470000001,2.482965004,1.141279087,47.261125564
Cinderella Man,3.210146601,2.435499775,5.663518831,7.3069332970000005,6.368253287,1.889473153,2.782633694,4.223703894,1.040656507,2.864807918,4.175500501,2.822547198,0.871342178,1.794336838,1.01500938,1.3246270900000001,0.208824897,2.07791234,0.8395139309999999,0.598601967,2.026522585,0.381254151,2.845693235,0.323003761,0.458312583,1.7826698970000001,1.239938828,43.684751704
Claremont Lounge,2.615395429,1.939677887,6.455686162,7.335752287,4.045163508,1.30082489,1.4627199579999999,1.770003762,0.711247854,2.66319594,3.812441754,3.118595264,0.893618255,1.065058979,1.004039883,0.360972093,0.198446343,1.216488184,1.242925533,0.58080816,1.367310963,0.266363915,2.120612946,0.230509322,0.430356223,1.542092088,1.07670915,23.44459202
Cleanin Out My Closet,2.207839632,2.408339005,5.757728434,7.756112219,4.947184139,2.087869515,2.353228994,2.931484673,0.992017502,4.997454157,4.970700524,3.7564108800000002,1.585160774,1.089437898,2.323925692,1.205744642,0.390484024,1.17915849,0.629928331,1.11600163,2.143292367,0.333166147,3.180063097,0.352582315,2.660158143,5.896890235,1.746066655,22.645423849
Cocktales,4.457659511,2.35587906,11.384853576,12.357785647,6.18686925,2.022504937,1.475672595,1.756353586,1.0957429,3.940518642,4.882263057,5.386523904,1.457412134,1.782768036,1.612569803,0.597954522,0.317743609,1.906406923,1.988970844,0.919129303,1.97989951,0.426200482,2.943253292,0.354948912,0.686668611,2.403381352,1.836826914,35.456319495
Coffee Shop,3.1062841519999997,1.9401036340000002,1.34766813,3.06061589,7.977371944,1.785191337,2.17502154,3.664863702,1.160470092,1.3411130500000001,2.007034511,0.768649598,0.35794907,2.012757095,0.387157601,0.489891018,0.097359307,1.807274549,0.684156215,0.272992222,2.212236056,0.366980351,3.135154074,0.292649951,0.139843761,0.718114635,1.216359708,52.5547794
Cold Wind Blows,2.536259699,2.750404137,12.034774372,13.101760603,5.75590012,2.045927387,3.872773938,4.255881086,1.085959699,4.676136583,6.536413431,5.855298674,1.685525724,1.581881898,1.8590592,0.567917307,0.369591185,1.612074622,0.89241095,1.061573951,1.986462899,0.406022729,3.433004973,0.368886827,0.867904282,2.9584074830000002,2.066743173,36.497689831
Cold World,1.254597333,1.000854331,5.698835087,7.801581963,4.135668777,1.473521442,1.11624222,1.149396167,0.714355104,3.314139854,3.78598199,2.949291929,0.988774029,0.882519992,1.353028071,0.265331882,0.223943382,0.804706179,0.297288508,0.692043743,1.2803608,0.226317043,2.619773371,0.212499561,0.681461535,2.898918153,1.001713219,40.84123207
Colors,1.98146972,0.765710845,0.702114155,1.4566690070000001,3.892077165,0.890556622,0.593784307,0.80255188,0.550484931,0.511834506,0.697809931,0.319957704,0.148918262,1.032426334,0.150010201,0.225092269,0.041878961,1.104187577,0.513093201,0.112968932,1.094915737,0.19332577,1.338085572,0.152895519,0.062422021,0.296880372,0.468559632,36.49916372
Come Gangsta,4.751463133,1.797478827,12.348822181,14.29980278,8.501118739,2.285161117,4.366234175,5.960863581,1.194993825,4.332327698,6.917065407,5.471616742,1.493562593,1.8675219140000001,1.597611636,0.662682581,0.309245648,1.700523728,1.745784295,0.9338559519999999,2.244206673,0.4412455,4.050420153,0.370656536,0.626432774,2.397194366,2.147564481,63.371791408
Comedy Central,1.896863724,2.126713154,2.69956265,4.335289982,4.634616149,1.483728685,1.199003016,1.416564466,0.797464618,2.076476199,2.865249898,1.527793173,0.552223248,1.070258806,0.697592812,0.241657601,0.142498967,1.266999706,0.676924298,0.414810403,1.649460273,0.249991034,2.327073344,0.223216408,0.302535661,1.348562541,0.823879697,30.59280515
Coming of Age,3.945262272,2.27821328,2.726089676,4.558879509,6.401750077,2.071742779,1.207032339,1.373128766,1.236471874,2.02039716,2.877683912,1.380565668,0.541212948,1.989064953,0.683759711,0.435856267,0.150505771,2.560527735,1.910017756,0.419846335,2.619307598,0.402483162,2.736177367,0.344277031,0.311550666,1.368609934,1.1889502889999999,33.566988584
Conflict Diamonds,3.054378113,1.391182989,3.019839251,5.617450653,9.498597193,2.292555975,1.782551095,1.740438953,1.226913368,3.114779275,4.79665295,1.933869979,0.80112155,1.430151016,1.085944784,0.490238662,0.19885745,1.283294585,0.519685849,0.610837537,2.772964606,0.369943353,3.981867753,0.329918749,0.47478892,2.058278591,1.181331262,53.064551266
Congratulations,3.682595041,1.116320175,2.661744004,4.133486329,5.976170766,1.929089564,1.612379549,2.226028631,1.089450569,1.988300346,2.8958508800000002,1.427450355,0.560354095,1.520113961,0.69208954,1.241449144,0.158421016,1.8864164509999999,1.168104826,0.428644523,2.490675488,0.372590402,2.582838605,0.333063688,0.380817869,1.451376388,1.212894015,27.665956113
Country Grammar Hot Shit,2.494084698,1.402345805,4.221682306,5.774153601,5.699818618,1.596490751,2.090567575,2.979308369,0.975155663,1.822187109,2.268284824,1.96259266,0.633290402,1.607188159,0.6626239,0.317124923,0.147839401,1.498614758,0.663600242,0.420883751,1.67751452,0.330733416,2.6362897849999998,0.269386642,0.26286387099999997,1.069007267,1.215363672,50.94539111
